SIGHTINGDATE,LAT,LON,Presence,Season,SOURCE,SOURCE_DETAIL,PACKAGE_ID,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_is_observed,Frontal_is_observed,Chlorophyll_is_observed,Salinity_is_observed,Water_Mass_is_observed,Any_env_missing,Year,Month,DayOfYear,Month_sin,Month_cos
2020-02-12,42.4369267,-70.5458567,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_08_northatlanticrightwhale_1d,5.071946866666668,0.2881736203333333,0.719098157173913,34.648551499999996,409.96666666666664,1,1,1,0,1,1,2020,2,43,0.8660254037844386,0.5000000000000001
2020-03-23,42.470965,-70.2426433,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,5.435428177777776,0.0,0.4393832976666667,33.262196,248.0,1,1,1,1,1,0,2020,3,83,1.0,6.123233995736766e-17
2020-04-01,42.4369267,-70.5458567,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_08_northatlanticrightwhale_1d,5.148773166666667,0.0,0.3331610641666667,35.958763,248.0,1,1,1,1,1,0,2020,4,92,0.8660254037844387,-0.4999999999999998
2020-04-02,42.470965,-70.2426433,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,5.260667622222222,0.1346543714285714,0.5867799808695652,34.648551499999996,247.8095238095238,1,1,1,0,1,1,2020,4,93,0.8660254037844387,-0.4999999999999998
2020-02-16,42.255235,-70.1796283,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.553334516666666,0.5755452246666667,0.7721855696666667,34.648551499999996,379.6333333333333,1,1,1,0,1,1,2020,2,47,0.8660254037844386,0.5000000000000001
2018-11-18,42.25541,-70.178607,0,Fall,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_01_northatlanticrightwhale_1d,9.701951833333332,0.0,1.745860268965517,34.648551499999996,51.0,1,1,1,0,1,1,2018,11,322,-0.5000000000000004,0.8660254037844384
2019-12-31,42.2553933,-70.1794483,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_07_northatlanticrightwhale_1d,7.401560455555556,0.3220061895,0.6684926896666669,38.269054,121.16666666666669,1,1,1,1,1,0,2019,12,365,-2.4492935982947064e-16,1.0
2020-03-10,42.470965,-70.2426433,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,6.682301866666666,0.435989920095238,1.21896405,34.648551499999996,248.0,1,1,1,0,1,1,2020,3,70,1.0,6.123233995736766e-17
2020-03-11,42.470965,-70.2426433,0,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_08_northatlanticrightwhale_1d,6.360517699999999,0.1631815684444444,0.5066977549999999,36.386124,256.8541666666667,1,1,1,1,1,0,2020,3,71,1.0,6.123233995736766e-17
2020-06-07,42.437243,-70.54595,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_09_northatlanticrightwhale_1d,14.639765166666663,0.1731042366666666,1.1721493833333336,34.648551499999996,48.43333333333333,1,1,1,0,1,1,2020,6,159,1.2246467991473532e-16,-1.0
2020-06-25,42.254985,-70.179125,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_10_northatlanticrightwhale_1d,18.23939688888889,0.0777083939285714,0.8809978,30.595587,72.0,1,1,1,1,1,0,2020,6,177,1.2246467991473532e-16,-1.0
2020-03-21,42.255235,-70.1796283,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb03_08_northatlanticrightwhale_1d,5.3873444,0.0,1.6018324424999997,34.867049599999994,248.0,1,1,1,1,1,0,2020,3,81,1.0,6.123233995736766e-17
2019-08-02,42.4708733,-70.2423833,0,Summer,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_05_northatlanticrightwhale_1d,22.01164066666667,0.0,0.6374067316666667,34.648551499999996,69.0,1,1,1,0,1,1,2019,8,214,-0.8660254037844384,-0.5000000000000004
2019-04-15,42.4713583,-70.2427633,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb02_03_northatlanticrightwhale_1d,5.345645477777778,0.0,0.2609226316666667,34.648551499999996,248.0,1,1,1,0,1,1,2019,4,105,0.8660254037844387,-0.4999999999999998
2020-03-29,42.4369267,-70.5458567,1,Spring,Acoustic,SanctSound/NOAA daily product,sanctsound_sb01_08_northatlanticrightwhale_1d,5.971438955555556,0.0,1.75772903,34.648551499999996,248.0,1,1,1,0,1,1,2020,3,89,1.0,6.123233995736766e-17
2020-12-28,31.396417,-80.8904,1,Winter,Acoustic,SanctSound/NOAA daily product,sanctsound_gr01_05_northatlanticrightwhale_1d,14.56611461111111,0.3681552859999999,1.16172763,34.648551499999996,133.2,1,1,1,0,1,1,2020,12,363,-2.4492935982947064e-16,1.0
