DATE_KEY,LAT_KEY,LON_KEY,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_source,Frontal_source,Chlorophyll_source,Salinity_source
2005-09-29,42.99,-69.13,15.023952128571429,0.0,1.7101312314285713,,72.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2016-08-04,31.0,-81.03,29.269,0.0,0.5870245169999999,,45.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2008-12-22,41.88,-70.44,5.372428462857144,0.0875708714285714,2.7264014457142856,,398.8709677419355,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2004-06-25,31.03,-81.3,26.157499142857144,0.521701225,2.4003163933333336,,44.16666666666666,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-02-13,41.19,-69.0,,,,,,,,,
2003-09-29,42.57,-69.01,18.68742851428572,0.0,0.5154971405714286,,71.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2006-09-05,42.1,-70.03,17.5033652,0.4290893146190476,0.5047754087826087,,114.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2008-12-09,31.33,-81.15,,,4.408139484,,,,,MODIS_AQUA_3_day.chl_oc3,
2004-08-21,30.75,-81.34,29.149999333333334,0.0,3.494877808333333,,45.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-02-11,41.32,-69.12,,,,,,,,,
2003-09-25,44.11,-66.78,12.909999666666666,0.210642025,1.9430968333333332,,241.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2013-06-28,30.86,-81.07,28.328499766666667,0.0,0.8100172873333332,,45.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2006-07-01,42.25,-67.65,15.650582883333334,0.91015595,0.5717530321428572,,109.46153846153848,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2010-04-09,31.34,-81.05,17.862999766666668,0.0,5.840278243333334,,72.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-07-18,41.78,-70.29,21.4086663,0.180536506,4.0401978592592585,,69.6,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2007-07-12,30.84,-81.19,28.86579916,0.0,1.179997,,45.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2008-11-10,41.99,-70.45,11.42992837142857,0.0480024848571428,7.262104102857142,,247.65714285714284,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2009-05-23,43.07,-69.98,9.8226785,0.0,32.819639200000005,,246.28571428571428,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2017-10-17,41.7,-69.9,14.507499785714284,0.9122057141666666,4.388840721428571,,344.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2015-12-13,44.78,-66.48,9.264583233333331,0.0,1.9120646633333331,,51.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2009-11-11,41.97,-70.36,11.725832966666664,0.2562303503333333,2.876459643333333,,116.2,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2010-07-14,41.99,-69.91,19.79839972,0.1132281011971831,1.2234142771428569,,67.80978260869566,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2011-02-25,40.67,-69.14,5.455249906666666,0.1267773430333333,1.18182543,,293.1333333333333,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2006-04-06,42.11,-70.22,1.9675,0.0,1.9670509363636368,,51.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2005-09-23,41.82,-70.33,19.726982103448275,0.0552368656,2.1614547685714287,,69.13793103448276,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2007-04-17,41.81,-70.15,5.945,0.0,17.39585553333333,,418.5,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2014-09-26,30.78,-81.12,26.72,0.569952872,1.6893647040000002,,97.4,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2005-11-13,40.54,-71.14,13.564428214285716,0.2460137065714285,1.137076702857143,,59.371428571428574,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2015-09-21,49.9,-64.75,12.704499666666663,0.0,2.2349286000000004,,241.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2009-12-28,41.94,-69.82,6.91,0.40628758,1.0873777816666663,,169.46666666666667,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
